,DAY_OF_MONTH,DAY_OF_WEEK,MONTH,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME
1621,6,3,1,BOS,DEN,1945,4,2230
1622,6,3,1,FLL,JFK,1025,32,1306
1623,6,3,1,LGB,SEA,1827,15,2109
1624,6,3,1,PBI,BOS,1825,14,2120
1625,6,3,1,JFK,TPA,1215,4,1516
1626,6,3,1,SJU,MCO,1843,55,2051
1627,6,3,1,FLL,SJU,1238,19,1608
1628,6,3,1,SJU,STT,1654,14,1731
1629,6,3,1,BOS,AUS,700,10,1055
1630,6,3,1,SAV,JFK,1902,10,2102
1631,6,3,1,BOS,RSW,1535,10,1911
1632,6,3,1,BOS,LAS,1003,24,1307
1633,6,3,1,BOS,DCA,1714,2,1856
1634,6,3,1,DCA,BOS,1935,3,2100
1635,6,3,1,JFK,FLL,1846,12,2158
1636,6,3,1,JFK,SJU,2019,31,113
1637,6,3,1,BOS,JAX,850,17,1154
1638,6,3,1,BOS,DFW,1446,26,1815
1639,6,3,1,JFK,CLT,1730,2,1933
1640,6,3,1,JFK,LAX,2116,125,35
1641,6,3,1,RDU,FLL,1120,43,1328
1642,6,3,1,FLL,CHS,1940,8,2123
1643,6,3,1,LGB,SFO,2030,150,2155
1644,6,3,1,BDL,PBI,1631,139,1938
1645,6,3,1,PBI,BDL,1306,134,1548
1646,6,3,1,FLL,RIC,1405,37,1616
1647,6,3,1,MCO,BOS,1828,6,2115
1648,6,3,1,LGA,PBI,1050,83,1351
1649,6,3,1,PBI,HPN,1215,9,1459
1650,6,3,1,LGA,FLL,1329,22,1636
1651,6,3,1,RIC,BOS,1655,14,1827
1652,6,3,1,MCO,JFK,600,10,825
1653,6,3,1,PVD,FLL,1510,1,1829
1654,6,3,1,LGA,MCO,1330,8,1627
1655,6,3,1,SJU,JFK,300,34,559
1656,6,3,1,JFK,PDX,2039,40,2359
1657,6,3,1,IAD,JFK,630,11,743
1658,6,3,1,BOS,JFK,2048,7,2200
1659,6,3,1,MCO,SJU,1714,10,2059
1660,6,3,1,BOS,DTW,1612,2,1829
1661,6,3,1,LAS,JFK,2350,133,732
1662,6,3,1,RSW,HPN,1021,14,1308
1663,6,3,1,FLL,SJU,1652,15,2021
1664,6,3,1,PBI,JFK,1435,105,1719
1665,6,3,1,PBI,LGA,1919,28,2159
1666,6,3,1,LGA,FLL,1940,17,2247
1667,6,3,1,FLL,LGA,1407,11,1659
1668,6,3,1,JFK,CHS,705,108,923
1669,6,3,1,CHS,JFK,1005,88,1146
1670,6,3,1,SJU,EWR,1500,10,1811
1671,6,3,1,SJU,JFK,1535,18,1842
1672,6,3,1,JFK,LAX,2238,13,151
1673,6,3,1,SJU,DCA,1904,18,2159
1674,6,3,1,LGA,FLL,2140,6,36
1675,6,3,1,BOS,RDU,832,72,1044
1676,6,3,1,RDU,BOS,1914,12,2059
1677,6,3,1,TPA,BOS,1639,6,1931
1678,6,3,1,FLL,JFK,1734,27,2025
1679,6,3,1,JFK,SJU,535,3,1020
1680,6,3,1,SJU,JFK,1114,17,1413
1681,6,3,1,JAX,BOS,1230,12,1455
1682,6,3,1,AUS,LGB,1533,22,1644
1683,6,3,1,MCO,SJU,2107,27,50
1684,6,3,1,SFO,LGB,1439,220,1600
1685,6,3,1,LGB,SFO,1715,63,1837
1686,6,3,1,PBI,EWR,2015,26,2259
1687,6,3,1,CLT,BOS,1740,1,1941
1688,6,3,1,SJU,FLL,1932,9,2119
1689,6,3,1,BDL,FLL,1829,5,2143
1690,6,3,1,FLL,BDL,2130,131,19
1691,6,3,1,FLL,LGA,2055,2,2338
1692,6,3,1,FLL,DCA,937,28,1158
1693,6,3,1,BOS,PIT,829,29,1024
1694,6,3,1,PIT,BOS,1100,9,1232
1695,6,3,1,MCO,HPN,1753,13,2029
1696,6,3,1,JFK,FLL,1020,16,1324
1697,6,3,1,FLL,JFK,600,46,843
1698,6,3,1,SJU,JFK,615,4,916
1699,6,3,1,EWR,RSW,1859,12,2214
1700,6,3,1,RSW,EWR,1232,29,1524
1701,6,3,1,BWI,BOS,1610,2,1730
1702,6,3,1,TPA,BDL,1925,26,2204
1703,6,3,1,FLL,SJU,1428,48,1757
1704,6,3,1,SJU,FLL,606,53,749
1705,6,3,1,BOS,RSW,627,3,1015
1706,6,3,1,FLL,LGA,1121,8,1413
1707,6,3,1,BOS,PIT,1515,21,1706
1708,6,3,1,FLL,DTW,1955,45,2257
1709,6,3,1,RSW,JFK,1506,19,1753
1710,6,3,1,SFO,LGB,1921,89,2038
1711,6,3,1,RSW,LGA,1616,4,1859
1712,6,3,1,SJU,FLL,1720,3,1909
1713,6,3,1,BOS,CHS,1110,111,1347
1714,6,3,1,CHS,BOS,1425,91,1629
1715,6,3,1,FLL,DCA,2020,5,2240
1716,6,3,1,PIT,BOS,1745,11,1924
1717,6,3,1,FLL,JFK,700,15,944
1718,6,3,1,JFK,SFO,2120,22,54
1719,6,3,1,DCA,BOS,606,13,730
1720,6,3,1,JFK,FLL,1529,6,1848
1721,6,3,1,LGB,PDX,1730,35,1952
1722,6,3,1,BOS,DTW,1930,17,2145
1723,6,3,1,FLL,SJU,2225,36,149
1724,6,3,1,JFK,MCO,1431,30,1730
1725,6,3,1,MCO,JFK,1350,6,1622
1726,6,3,1,FLL,JFK,1440,22,1730
1727,6,3,1,BOS,BUF,1715,112,1852
1728,6,3,1,BUF,BOS,1930,86,2049
1729,6,3,1,MCO,SJU,1009,6,1354
1730,6,3,1,DCA,FLL,1655,21,1936
1731,6,3,1,LGB,LAS,1635,145,1741
1732,6,3,1,SJU,EWR,224,22,530
1733,6,3,1,JFK,BUF,2245,43,8
1734,6,3,1,FLL,PIT,1955,18,2230
1735,6,3,1,FLL,ORH,1505,2,1758
1736,6,3,1,LAX,JFK,1143,3,2000
1737,6,3,1,STT,SJU,1812,16,1853
1738,6,3,1,BOS,MCO,1903,21,2225
1739,6,3,1,SJU,FLL,2145,11,2328
1740,6,3,1,BOS,FLL,1309,18,1644
1741,6,3,1,FLL,BOS,1335,48,1643
1742,6,3,1,LAS,LGB,1445,88,1549
1743,6,3,1,FLL,BWI,2027,13,2252
1744,6,3,1,SLC,LGB,715,3,806
1745,6,3,1,MCO,SJU,854,8,1237
1746,6,3,1,PBI,HPN,1514,15,1758
1747,6,3,1,BOS,FLL,915,26,1249
1748,6,3,1,FLL,BOS,2101,11,2359
1749,6,3,1,BOS,FLL,1124,9,1459
1750,6,3,1,BDL,SJU,2245,21,332
1751,6,3,1,SJU,BDL,342,38,644
1752,6,3,1,AUS,MCO,1632,5,1951
1753,6,3,1,BOS,EWR,1544,12,1719
1754,6,3,1,LAS,SFO,1510,91,1644
1755,6,3,1,FLL,JAX,2050,21,2205
1756,6,3,1,LAS,SFO,1950,207,2126
1757,6,3,1,BOS,RSW,1254,11,1632
1758,6,3,1,RSW,BOS,1708,27,2009
1759,6,3,1,BOS,RDU,1625,38,1835
1760,6,3,1,RDU,BOS,600,14,748
1761,6,3,1,PWM,JFK,545,3,710
1762,7,4,1,SJU,JFK,1253,13,1555
1763,7,4,1,EWR,FLL,941,3,1248
1764,7,4,1,FLL,EWR,1810,35,2104
1765,7,4,1,LAS,FLL,2249,15,615
1766,7,4,1,LGB,JFK,2117,6,520
1767,7,4,1,BOS,SAN,1700,20,2031
1768,7,4,1,TPA,JFK,1557,39,1833
1769,7,4,1,BOS,MCO,600,204,923
1770,7,4,1,BOS,SJU,946,3,1447
1771,7,4,1,PBI,LGA,1008,18,1247
1772,7,4,1,JFK,ABQ,1956,34,2307
1773,7,4,1,JFK,SLC,2059,49,19
1774,7,4,1,SLC,JFK,2248,46,500
1775,7,4,1,MSY,JFK,1050,1,1440
1776,7,4,1,JFK,RNO,1941,19,2304
1777,7,4,1,MCO,HPN,1131,129,1407
1778,7,4,1,JFK,DEN,2030,7,2307
1779,7,4,1,LAX,FLL,2245,40,627
1780,7,4,1,FLL,LAX,1845,24,2137
1781,7,4,1,SEA,LGB,1033,114,1304
1782,7,4,1,FLL,HPN,800,18,1050
1783,7,4,1,PBI,BOS,2020,27,2311
1784,7,4,1,SJU,MCO,1323,5,1534
1785,7,4,1,JFK,PHX,1924,3,2308
1786,7,4,1,MCO,BDL,1828,3,2104
1787,7,4,1,LGB,OAK,700,6,822
1788,7,4,1,BOS,MCO,802,24,1126
1789,7,4,1,MCO,BOS,947,1,1233
1790,7,4,1,JFK,SMF,2030,71,2359
1791,7,4,1,JFK,SRQ,1000,45,1308
1792,7,4,1,SRQ,JFK,1345,24,1624
1793,7,4,1,SJU,BDL,1446,32,1748
1794,7,4,1,LAS,BOS,1358,3,2151
1795,7,4,1,MCO,JFK,2137,29,2359
1796,7,4,1,SFO,LAS,1730,18,1901
1797,7,4,1,JFK,SAN,955,71,1310
1798,7,4,1,SAN,JFK,1405,48,2211
1799,7,4,1,JFK,FLL,2040,6,2347
1800,7,4,1,EWR,FLL,1445,7,1750
1801,7,4,1,BOS,DFW,721,14,1055
1802,7,4,1,CLT,JFK,1050,2,1233
1803,7,4,1,BOS,PBI,845,26,1212
1804,7,4,1,PBI,BOS,1510,25,1811
1805,7,4,1,JFK,TPA,2155,2,56
1806,7,4,1,JFK,BTV,2245,37,2355
1807,7,4,1,PHL,BOS,1440,5,1601
1808,7,4,1,JFK,SEA,1357,15,1708
1809,7,4,1,SEA,JFK,2200,11,559
1810,7,4,1,SMF,LGB,1636,99,1754
1811,7,4,1,LGA,FLL,1629,16,1941
1812,7,4,1,FLL,LGA,600,137,841
1813,7,4,1,FLL,SFO,1941,38,2308
1814,7,4,1,SFO,FLL,2359,25,817
1815,7,4,1,LAS,LGB,1100,22,1204
1816,7,4,1,LGB,LAS,905,22,1011
1817,7,4,1,MCO,LGA,1010,7,1238
1818,7,4,1,LGA,MCO,1749,16,2050
1819,7,4,1,FLL,JFK,1948,27,2229
1820,7,4,1,FLL,EWR,928,23,1217
1821,7,4,1,JFK,SYR,1645,9,1801
1822,7,4,1,LAX,JFK,1312,18,2128
1823,7,4,1,EWR,MCO,1703,13,1954
1824,7,4,1,SJU,MCO,2107,57,2310
1825,7,4,1,MCO,BDL,1212,12,1448
1826,7,4,1,STX,SJU,1653,2,1735
1827,7,4,1,JFK,BUR,1715,1,2039
1828,7,4,1,LGB,SMF,1432,102,1555
1829,7,4,1,FLL,PHL,954,49,1229
1830,7,4,1,BOS,TPA,1530,2,1900
1831,7,4,1,TPA,BOS,1257,7,1549
1832,7,4,1,HPN,MCO,1018,178,1310
1833,7,4,1,MCO,LGA,1317,6,1547
1834,7,4,1,JFK,SJU,1146,96,1630
1835,7,4,1,LGB,BOS,2130,71,540
1836,7,4,1,BOS,LGB,1734,15,2106
1837,7,4,1,JFK,SFO,1100,13,1431
1838,7,4,1,LGA,SRQ,1455,17,1813
1839,7,4,1,SWF,MCO,1731,11,2031
1840,7,4,1,LGB,OAK,2019,8,2136
1841,7,4,1,JFK,PBI,800,4,1100
1842,7,4,1,PBI,JFK,1639,20,1924
1843,7,4,1,BOS,IAD,1140,3,1323
1844,7,4,1,FLL,BDL,836,18,1126
1845,7,4,1,LGA,PBI,730,7,1029
1846,7,4,1,SJU,BOS,1220,10,1529
1847,7,4,1,RSW,BOS,1204,3,1502
1848,7,4,1,MCO,PVD,2040,75,2312
1849,7,4,1,JFK,JAX,1529,37,1815
1850,7,4,1,JAX,JFK,1904,48,2116
1851,7,4,1,RSW,DCA,1745,2,1959
1852,7,4,1,JFK,ROC,2245,19,2
1853,7,4,1,BOS,DEN,815,4,1103
1854,7,4,1,LGA,MCO,2100,27,2349
1855,7,4,1,FLL,EWR,1327,29,1622
1856,7,4,1,FLL,AUS,1550,3,1759
1857,7,4,1,LGB,JFK,1355,108,2204
1858,7,4,1,JFK,BOS,1114,4,1218
1859,7,4,1,JFK,TPA,822,1,1127
1860,7,4,1,TPA,JFK,1106,2,1339
1861,7,4,1,SLC,LGB,1855,46,1941
1862,7,4,1,LGB,SLC,1531,40,1814
1863,7,4,1,BDL,TPA,1529,14,1843
1864,7,4,1,SFO,BOS,1205,78,2033
1865,7,4,1,SWF,FLL,730,117,1052
1866,7,4,1,EWR,PBI,1635,1,1934
1867,7,4,1,PBI,EWR,1110,7,1356
1868,7,4,1,SJU,TPA,1950,15,2159
1869,7,4,1,JFK,PBI,1810,121,2110
1870,7,4,1,PBI,JFK,2155,110,27
1871,7,4,1,LGA,PBI,1945,20,2245
1872,7,4,1,EWR,TPA,1258,32,1558
1873,7,4,1,FLL,SFO,1018,2,1348
1874,7,4,1,SFO,FLL,1053,162,1904
1875,7,4,1,JFK,HOU,1445,5,1802
1876,7,4,1,BOS,SEA,900,2,1221
1877,7,4,1,SEA,BOS,1312,7,2114
1878,7,4,1,LGB,SEA,708,126,952
1879,7,4,1,JFK,LAS,1945,28,2240
1880,7,4,1,BOS,JFK,806,7,922
1881,7,4,1,JFK,LAX,1845,106,2208
1882,7,4,1,JFK,BQN,2242,3,324
1883,7,4,1,JFK,PBI,1255,1,1557
1884,7,4,1,PBI,JFK,1005,5,1237
1885,7,4,1,MCO,PSE,2155,33,149
1886,7,4,1,PSE,MCO,300,8,505
1887,7,4,1,FLL,LGA,1725,27,2017
1888,7,4,1,JFK,MSY,740,30,1014
1889,7,4,1,JFK,MCO,659,13,1001
1890,7,4,1,MCO,JFK,1105,10,1331
1891,7,4,1,BWI,FLL,1759,29,2039
1892,7,4,1,MCO,LGA,1920,22,2151
1893,7,4,1,LAX,FLL,1248,23,2032
1894,7,4,1,FLL,LAX,909,11,1157
1895,7,4,1,EWR,FLL,2150,8,45
1896,7,4,1,JFK,LAS,1756,31,2048
1897,7,4,1,BQN,MCO,306,52,500
1898,7,4,1,LGB,SFO,830,149,957
1899,7,4,1,JFK,PSE,2359,5,446
1900,7,4,1,LAS,JFK,1145,10,1937
1901,7,4,1,LGA,PBI,1530,2,1838
1902,7,4,1,MCO,PSE,2356,28,347
1903,7,4,1,BOS,LAS,2006,27,2308
1904,7,4,1,LAS,BOS,2359,25,749
1905,7,4,1,STT,BOS,1425,3,1744
1906,7,4,1,HPN,FLL,1839,32,2139
1907,7,4,1,BUF,BOS,645,25,815
1908,7,4,1,SFO,BOS,2145,4,610
1909,7,4,1,JFK,BQN,2359,3,440
1910,7,4,1,JFK,SAV,705,24,930
1911,7,4,1,MCO,SWF,1415,13,1655
1912,7,4,1,SJU,FLL,1344,31,1533
1913,7,4,1,BOS,SJU,1319,12,1818
1914,7,4,1,BOS,RSW,1859,14,2242
1915,7,4,1,LAS,LGB,1829,14,1933
1916,7,4,1,LGB,LAS,1310,4,1417
1917,7,4,1,SFO,LAS,1222,29,1358
1918,7,4,1,BDL,RSW,1207,29,1535
1919,7,4,1,BOS,PBI,1100,10,1426
1920,7,4,1,HOU,BOS,1845,1,2316
1921,7,4,1,LAS,JFK,2158,7,539
1922,7,4,1,MCO,BOS,1620,2,1912
1923,7,4,1,SJU,BOS,443,15,749
1924,7,4,1,LGA,FLL,930,136,1241
1925,7,4,1,FLL,LGA,719,16,1002
1926,7,4,1,PHL,FLL,1310,58,1555
1927,7,4,1,FLL,PHL,1825,24,2104
1928,7,4,1,HPN,MCO,1515,106,1807
1929,7,4,1,FLL,JFK,1025,11,1306
1930,7,4,1,SEA,LGB,1759,7,2026
1931,7,4,1,JFK,LGB,1811,64,2130
1932,7,4,1,DCA,MCO,1841,14,2104
1933,7,4,1,JFK,TPA,1215,54,1516
1934,7,4,1,TPA,JFK,1210,24,1443
1935,7,4,1,SJU,MCO,1843,19,2051
1936,7,4,1,JFK,SAV,1559,42,1821
1937,7,4,1,SAV,JFK,1902,25,2102
1938,7,4,1,BOS,LAS,1003,2,1307
1939,7,4,1,LGA,MCO,600,2,854
1940,7,4,1,JFK,SJU,2019,28,113
1941,7,4,1,JFK,CLT,1730,10,1933
1942,7,4,1,PDX,LGB,700,7,916
1943,7,4,1,JFK,LAX,2116,1,35
1944,7,4,1,LAX,JFK,2325,83,735
1945,7,4,1,FLL,RDU,1735,7,1937
1946,7,4,1,FLL,CHS,1940,9,2123
1947,7,4,1,LGB,SFO,2030,32,2155
1948,7,4,1,BDL,PBI,1631,26,1938
1949,7,4,1,PBI,BDL,1306,9,1548
1950,7,4,1,TPA,SJU,1514,4,1903
1951,7,4,1,MCO,BOS,1828,2,2115
1952,7,4,1,LGA,PBI,1050,21,1351
1953,7,4,1,PBI,HPN,1215,80,1459
1954,7,4,1,LGA,FLL,1329,25,1636
1955,7,4,1,JFK,MCO,2026,10,2320
1956,7,4,1,MCO,LGA,1627,10,1859
1957,7,4,1,JFK,FLL,1940,107,2248
1958,7,4,1,SJU,JFK,300,43,559
1959,7,4,1,JFK,PDX,2039,39,2359
1960,7,4,1,PDX,JFK,2105,19,503
1961,7,4,1,BWI,MCO,1110,2,1334
1962,7,4,1,MCO,BWI,1454,45,1714
1963,7,4,1,BOS,CLT,851,1,1122
1964,7,4,1,LAS,JFK,2350,1,732
1965,7,4,1,HPN,RSW,630,12,945
1966,7,4,1,RSW,HPN,1021,7,1308
1967,7,4,1,FLL,SJU,1652,40,2021
1968,7,4,1,PBI,JFK,1435,36,1719
1969,7,4,1,PBI,LGA,1919,29,2159
1970,7,4,1,LGA,FLL,1940,32,2247
1971,7,4,1,FLL,LGA,1407,22,1659
1972,7,4,1,MCO,HPN,2043,209,2315
1973,7,4,1,JFK,AUS,2100,27,22
1974,7,4,1,SJU,JFK,1535,31,1842
1975,7,4,1,JFK,LAX,2238,41,151
1976,7,4,1,SJU,MCO,1427,41,1638
1977,7,4,1,DCA,SJU,855,8,1340
1978,7,4,1,SJU,DCA,1904,36,2159
1979,7,4,1,LGA,FLL,2140,9,36
1980,7,4,1,JFK,CHS,1559,1,1816
1981,7,4,1,FLL,DCA,740,7,957
1982,7,4,1,TPA,BOS,1639,8,1931
1983,7,4,1,FLL,JFK,1734,6,2025
1984,7,4,1,SJU,JFK,1114,15,1413
1985,7,4,1,JFK,SFO,1959,24,2339
1986,7,4,1,LGB,AUS,1007,6,1452
1987,7,4,1,AUS,LGB,1533,40,1644
1988,7,4,1,MCO,SJU,2107,7,50
1989,7,4,1,SFO,LGB,1439,5,1600
1990,7,4,1,LGB,SFO,1715,121,1837
1991,7,4,1,PBI,EWR,2015,2,2259
1992,7,4,1,BDL,FLL,1829,34,2143
1993,7,4,1,FLL,BDL,2130,16,19
1994,10,7,1,JFK,MCO,1947,152,2240
1995,10,7,1,JFK,RDU,800,6,946
1996,10,7,1,RDU,JFK,1025,30,1150
1997,10,7,1,SFO,LAS,1222,33,1358
1998,10,7,1,DCA,BOS,1759,55,1926
1999,10,7,1,RSW,BDL,1357,187,1648
2000,10,7,1,JFK,SFO,1559,313,1942
2001,10,7,1,SFO,JFK,1545,38,6
2002,10,7,1,JFK,TPA,1435,83,1742
2003,10,7,1,EWR,MCO,1425,86,1716
2004,10,7,1,MCO,EWR,1420,13,1659
2005,10,7,1,SRQ,BOS,1455,44,1751
2006,10,7,1,LAS,JFK,2158,33,539
2007,10,7,1,MCO,BOS,1620,56,1912
2008,10,7,1,SJU,BOS,443,12,749
2009,10,7,1,BOS,RSW,930,3,1310
2010,10,7,1,JFK,MCO,1709,46,2010
2011,10,7,1,RDU,BOS,1705,26,1854
2012,10,7,1,BOS,DCA,1518,90,1659
2013,10,7,1,BOS,DEN,2003,40,2248
2014,10,7,1,DEN,BOS,2339,16,517
2015,10,7,1,HPN,MCO,1515,49,1807
2016,10,7,1,FLL,JFK,1025,2,1306
2017,10,7,1,LGB,SEA,1827,16,2109
2018,10,7,1,SEA,LGB,1759,4,2026
2019,10,7,1,JFK,LGB,1811,5,2130
2020,10,7,1,PBI,BOS,1825,133,2120
2021,10,7,1,JFK,TPA,1215,1,1516
2022,10,7,1,TPA,JFK,1220,72,1453
2023,10,7,1,MCO,BQN,2342,39,325
2024,10,7,1,SJU,MCO,1843,157,2051
2025,10,7,1,FLL,SJU,1238,2,1608
2026,10,7,1,AUS,BOS,1850,1,2324
2027,10,7,1,JFK,SAV,1559,17,1821
2028,10,7,1,SAV,JFK,1902,52,2102
2029,10,7,1,BOS,RSW,1625,2,2001
2030,10,7,1,RSW,BOS,2040,5,2334
2031,10,7,1,BOS,LAS,1003,23,1307
2032,10,7,1,RDU,BOS,1525,20,1716
2033,10,7,1,BOS,DCA,1714,31,1856
2034,10,7,1,DCA,BOS,1935,23,2100
2035,10,7,1,AUS,JFK,1432,175,1900
2036,10,7,1,TPA,DCA,1445,9,1656
2037,10,7,1,JFK,FLL,1846,216,2158
2038,10,7,1,JFK,SJU,2019,45,113
2039,10,7,1,ORD,JFK,1740,31,2049
2040,10,7,1,BOS,DFW,1446,64,1815
2041,10,7,1,TPA,LGA,1825,125,2056
2042,10,7,1,CLT,JFK,2010,108,2152
2043,10,7,1,JFK,CLT,1730,120,1933
2044,10,7,1,PDX,LGB,700,6,916
2045,10,7,1,JFK,LAX,2116,14,35
2046,10,7,1,LAX,JFK,2325,5,735
2047,10,7,1,RDU,FLL,1120,26,1328
2048,10,7,1,JFK,RSW,1115,17,1425
2049,10,7,1,BDL,PBI,1631,27,1938
2050,10,7,1,PBI,BDL,1306,11,1548
2051,10,7,1,FLL,RIC,1405,38,1616
2052,10,7,1,MCO,BOS,1828,85,2115
2053,10,7,1,LGA,PBI,1050,6,1351
2054,10,7,1,PBI,HPN,1215,32,1459
2055,10,7,1,LGA,FLL,1329,7,1636
2056,10,7,1,RIC,BOS,1655,38,1827
2057,10,7,1,JFK,MCO,2026,164,2320
2058,10,7,1,JFK,RDU,1429,28,1619
2059,10,7,1,RDU,JFK,2013,91,2143
2060,10,7,1,BOS,DCA,1830,45,2014
2061,10,7,1,DCA,BOS,2040,83,2205
2062,10,7,1,FLL,PVD,1135,7,1429
2063,10,7,1,PVD,FLL,1510,31,1829
2064,10,7,1,MCO,LGA,1627,28,1859
2065,10,7,1,JFK,FLL,1940,280,2248
2066,10,7,1,SJU,JFK,300,9,559
2067,10,7,1,JFK,PDX,2039,108,2359
2068,10,7,1,JAX,BOS,1645,15,1912
2069,10,7,1,BOS,JFK,2059,75,2211
2070,10,7,1,MCO,SJU,1714,19,2059
2071,10,7,1,BOS,DTW,1612,56,1829
2072,10,7,1,DCA,CHS,1838,10,2023
2073,10,7,1,LAS,JFK,2350,12,732
2074,10,7,1,RSW,HPN,1021,8,1308
2075,10,7,1,FLL,SJU,1652,6,2021
2076,10,7,1,PBI,JFK,1435,234,1719
2077,10,7,1,PBI,LGA,1919,186,2159
2078,10,7,1,RSW,BOS,1354,15,1654
2079,10,7,1,LGA,FLL,1940,24,2247
2080,10,7,1,FLL,LGA,1407,4,1659
2081,10,7,1,CHS,JFK,1005,5,1146
2082,10,7,1,BOS,RIC,1637,31,1829
2083,10,7,1,RIC,BOS,1905,24,2033
2084,10,7,1,MCO,HPN,2043,23,2315
2085,10,7,1,JFK,AUS,2100,169,22
2086,10,7,1,IAD,JFK,1152,19,1309
2087,10,7,1,JAX,FLL,1648,7,1804
2088,10,7,1,FLL,JAX,1700,57,1818
2089,10,7,1,BOS,JFK,1810,174,1931
2090,10,7,1,JFK,BOS,1244,69,1349
2091,10,7,1,JFK,LAX,2238,123,151
2092,10,7,1,SJU,MCO,1427,29,1638
2093,10,7,1,DTW,BOS,1911,52,2059
2094,10,7,1,DCA,SJU,855,22,1340
2095,10,7,1,MCO,BOS,2119,195,2359
2096,10,7,1,LGA,FLL,2140,99,36
2097,10,7,1,JFK,CHS,1559,17,1816
2098,10,7,1,CHS,JFK,1913,63,2101
2099,10,7,1,FLL,DCA,740,137,957
2100,10,7,1,BOS,RDU,832,6,1044
2101,10,7,1,JFK,ROC,1300,11,1419
2102,10,7,1,EWR,SJU,2315,111,400
2103,10,7,1,TPA,BOS,1639,22,1931
2104,10,7,1,FLL,JFK,1810,128,2101
2105,10,7,1,SJU,JFK,1120,6,1420
2106,10,7,1,JFK,IAD,1700,50,1819
2107,10,7,1,JAX,BOS,1230,6,1455
2108,10,7,1,JFK,SFO,1959,43,2339
2109,10,7,1,AUS,LGB,1533,5,1644
2110,10,7,1,MCO,SJU,2107,69,50
2111,10,7,1,EWR,PBI,2129,88,20
2112,10,7,1,PBI,EWR,2015,67,2259
2113,10,7,1,CLT,BOS,1750,5,1951
2114,10,7,1,BOS,MCO,2017,24,2331
2115,10,7,1,SJU,FLL,1932,8,2119
2116,10,7,1,FLL,BDL,2130,33,19
2117,10,7,1,FLL,LGA,2055,38,2338
2118,10,7,1,DCA,FLL,1040,130,1321
2119,10,7,1,FLL,DCA,937,105,1158
2120,10,7,1,BOS,DCA,2005,43,2145
2121,10,7,1,MCO,HPN,1753,83,2029
2122,10,7,1,JFK,FLL,1020,74,1324
2123,10,7,1,JFK,SJU,2358,62,439
2124,10,7,1,SJU,JFK,540,13,842
2125,10,7,1,JFK,IAD,2131,64,2246
2126,10,7,1,EWR,RSW,1859,16,2214
2127,10,7,1,RSW,EWR,1232,53,1524
2128,10,7,1,SFO,JFK,2110,228,530
2129,10,7,1,PDX,LGB,1415,1,1629
2130,10,7,1,BWI,BOS,1610,3,1730
2131,10,7,1,TPA,BDL,1925,31,2204
2132,10,7,1,FLL,SJU,1428,139,1757
2133,10,7,1,RSW,BOS,1044,13,1341
2134,10,7,1,DCA,FLL,2050,2,2327
2135,10,7,1,BOS,RDU,2030,48,2235
2136,10,7,1,MCO,BUF,1855,71,2129
2137,10,7,1,FLL,DTW,1955,11,2257
2138,10,7,1,JFK,FLL,1701,37,2014
2139,10,7,1,SJU,JFK,2145,21,40
2140,10,7,1,RSW,JFK,1513,227,1800
2141,10,7,1,BTV,JFK,1113,35,1232
2142,10,7,1,JFK,BTV,920,13,1036
2143,10,7,1,SFO,LGB,1921,18,2038
2144,10,7,1,LGA,RSW,945,164,1313
2145,10,7,1,RSW,LGA,1616,21,1859
2146,10,7,1,CHS,BOS,1425,4,1629
2147,10,7,1,FLL,DCA,2020,9,2240
2148,10,7,1,MCO,JFK,1724,242,2000
2149,10,7,1,BOS,PIT,1730,30,1923
2150,10,7,1,FLL,JFK,700,14,944
2151,10,7,1,JFK,SFO,2120,54,54
2152,10,7,1,JFK,RSW,1451,41,1809
2153,10,7,1,RSW,JFK,1850,102,2132
2154,10,7,1,JFK,BTV,1308,49,1422
2155,10,7,1,PIT,BOS,1959,21,2131
2156,10,7,1,JFK,FLL,1529,50,1848
2157,10,7,1,FLL,JFK,2114,117,2355
2158,10,7,1,IAD,JFK,2016,48,2129
2159,10,7,1,JFK,SYR,2300,89,7
2160,10,7,1,BOS,DTW,1930,36,2145
2161,10,7,1,FLL,SJU,2225,84,149
2162,10,7,1,JFK,MCO,1431,53,1730
2163,10,7,1,ORH,MCO,1659,6,2007
2164,10,7,1,MCO,ORH,1346,18,1623
2165,10,7,1,JFK,FLL,2150,114,54
2166,10,7,1,FLL,JFK,1440,273,1730
2167,10,7,1,BUF,BOS,1930,1,2049
2168,10,7,1,MCO,SJU,1009,10,1354
2169,10,7,1,HPN,PBI,1135,10,1430
2170,10,7,1,PBI,HPN,1918,41,2200
2171,10,7,1,BOS,FLL,1645,3,2015
2172,10,7,1,LGB,LAS,1635,22,1741
2173,10,7,1,JFK,BUF,2245,66,8
2174,10,7,1,FLL,PIT,1955,38,2230
2175,10,7,1,FLL,ORH,1505,2,1758
2176,10,7,1,DTW,BOS,1005,299,1154
2177,10,7,1,BOS,MCO,1903,47,2225
2178,10,7,1,SJU,FLL,2145,16,2328
2179,10,7,1,HPN,PBI,1540,15,1838
2180,10,7,1,FLL,BOS,1335,7,1643
2181,10,7,1,LAS,LGB,1445,30,1549
2182,10,7,1,FLL,BWI,2027,98,2252
2183,10,7,1,LGB,SLC,1840,49,2121
2184,10,7,1,MCO,SJU,854,6,1237
