,DAY_OF_MONTH,DAY_OF_WEEK,MONTH,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME
588,3,7,1,SJU,FLL,2145,49,2328
589,3,7,1,HPN,PBI,1544,11,1842
590,3,7,1,FLL,BOS,1350,48,1657
591,3,7,1,LAS,LGB,1424,5,1528
592,3,7,1,FLL,DCA,2000,58,2220
593,3,7,1,HPN,FLL,2138,4,35
594,3,7,1,FLL,HPN,2145,58,29
595,3,7,1,DCA,JAX,1040,9,1244
596,3,7,1,PBI,HPN,1515,71,1759
597,3,7,1,FLL,BOS,2028,80,2326
598,3,7,1,PBI,JFK,925,1,1157
599,3,7,1,JFK,BUF,1620,21,1750
600,3,7,1,EWR,MCO,2110,5,2356
601,3,7,1,BDL,SJU,1805,19,2256
602,3,7,1,MCO,EWR,530,2,759
603,3,7,1,BUF,JFK,1015,70,1137
604,3,7,1,JFK,BUF,1429,30,1557
605,3,7,1,DCA,MCO,2035,126,2255
606,3,7,1,FLL,SJU,2210,36,134
607,3,7,1,SJU,FLL,320,23,502
608,3,7,1,BOS,TPA,2159,21,120
609,3,7,1,TPA,BOS,2359,48,244
610,3,7,1,MCO,AUS,1200,126,1352
611,3,7,1,BUF,FLL,1515,45,1829
612,3,7,1,FLL,BUF,1135,12,1431
613,3,7,1,EWR,BOS,1759,33,1917
614,3,7,1,LAS,SFO,1505,37,1639
615,3,7,1,BUF,JFK,1640,73,1809
616,3,7,1,JFK,BUF,800,82,929
617,3,7,1,JAX,FLL,1940,42,2057
618,3,7,1,FLL,JAX,2135,55,2250
619,3,7,1,BOS,SJU,2045,67,142
620,3,7,1,SJU,BOS,2305,20,208
621,3,7,1,BOS,EWR,1858,25,2030
622,3,7,1,LAS,SFO,1945,34,2121
623,3,7,1,BUF,JFK,1830,26,2002
624,3,7,1,BOS,RSW,1312,6,1650
625,3,7,1,DCA,FLL,2300,60,134
626,3,7,1,FLL,DCA,2235,19,52
627,4,1,1,FLL,JFK,805,1,1045
628,4,1,1,SJU,JFK,1259,26,1602
629,4,1,1,EWR,FLL,950,12,1257
630,4,1,1,FLL,LAS,1920,75,2151
631,4,1,1,LAS,FLL,2242,72,608
632,4,1,1,LGB,JFK,2120,54,522
633,4,1,1,BOS,SAN,1659,11,2030
634,4,1,1,MCO,EWR,1953,1,2225
635,4,1,1,DCA,PBI,1733,41,2005
636,4,1,1,PBI,DCA,2042,28,2255
637,4,1,1,JFK,PBI,1547,12,1855
638,4,1,1,PBI,JFK,1955,27,2231
639,4,1,1,BOS,SJU,930,41,1430
640,4,1,1,PBI,LGA,955,32,1234
641,4,1,1,JFK,ABQ,2000,7,2308
642,4,1,1,BOS,FLL,705,24,1040
643,4,1,1,FLL,BOS,1025,26,1326
644,4,1,1,SLC,JFK,2248,23,500
645,4,1,1,DCA,FLL,2155,31,28
646,4,1,1,JFK,RNO,1945,17,2308
647,4,1,1,JFK,MCO,1459,11,1803
648,4,1,1,FLL,ALB,914,6,1207
649,4,1,1,JFK,DEN,2031,39,2308
650,4,1,1,LAX,FLL,2240,28,622
651,4,1,1,FLL,LAX,1845,50,2137
652,4,1,1,FLL,JFK,1327,36,1617
653,4,1,1,JFK,ORD,1459,10,1654
654,4,1,1,SEA,LGB,1035,1,1306
655,4,1,1,JFK,PWM,2245,31,2353
656,4,1,1,HPN,FLL,800,7,1111
657,4,1,1,FLL,HPN,804,33,1054
658,4,1,1,JFK,SYR,1050,16,1159
659,4,1,1,MCO,ALB,1340,8,1620
660,4,1,1,BOS,PBI,1738,32,2103
661,4,1,1,PBI,BOS,2029,21,2320
662,4,1,1,JFK,LAX,830,41,1153
663,4,1,1,EWR,MCO,1242,167,1534
664,4,1,1,RSW,JFK,1746,9,2030
665,4,1,1,BOS,SFO,702,2,1054
666,4,1,1,JFK,PHX,1911,4,2255
667,4,1,1,BDL,MCO,1730,30,2032
668,4,1,1,MCO,BDL,1815,2,2051
669,4,1,1,OAK,LGB,1327,19,1444
670,4,1,1,JFK,SMF,2055,153,23
671,4,1,1,JFK,OAK,900,42,1236
672,4,1,1,OAK,JFK,2230,97,646
673,4,1,1,SJU,BDL,1509,25,1812
674,4,1,1,JFK,MCO,1559,11,1904
675,4,1,1,MCO,JFK,2137,1,2359
676,4,1,1,SFO,LAS,1725,35,1856
677,4,1,1,JFK,SAN,954,8,1309
678,4,1,1,SAN,JFK,1400,4,2206
679,4,1,1,BWI,FLL,751,21,1029
680,4,1,1,JFK,FLL,2116,94,20
681,4,1,1,EWR,FLL,1429,57,1732
682,4,1,1,JFK,LGB,1429,10,1751
683,4,1,1,JFK,LAX,1015,10,1330
684,4,1,1,JFK,TPA,2146,16,47
685,4,1,1,MCO,EWR,1120,4,1359
686,4,1,1,RSW,JFK,2150,42,23
687,4,1,1,SLC,LGB,1233,7,1323
688,4,1,1,LGB,SLC,905,1,1147
689,4,1,1,MCO,BOS,1040,3,1326
690,4,1,1,PHL,BOS,1439,59,1600
691,4,1,1,BOS,SJU,2329,1,425
692,4,1,1,SJU,BOS,536,2,844
693,4,1,1,JFK,SEA,1359,32,1710
694,4,1,1,SEA,JFK,2200,115,559
695,4,1,1,SMF,LGB,1620,12,1738
696,4,1,1,LGA,FLL,1616,7,1928
697,4,1,1,FLL,SFO,1910,68,2240
698,4,1,1,SFO,FLL,2212,164,623
699,4,1,1,JFK,MCO,917,5,1217
700,4,1,1,MCO,LGA,1025,31,1253
701,4,1,1,JFK,FLL,1228,2,1532
702,4,1,1,FLL,JFK,1937,42,2218
703,4,1,1,EWR,FLL,1740,16,2050
704,4,1,1,FLL,EWR,915,121,1200
705,4,1,1,SYR,JFK,1235,111,1347
706,4,1,1,JFK,SYR,1700,5,1815
707,4,1,1,LAX,JFK,1305,21,2123
708,4,1,1,JFK,TPA,1946,76,2251
709,4,1,1,EWR,MCO,1700,46,1951
710,4,1,1,MCO,EWR,1830,63,2104
711,4,1,1,JFK,RSW,1800,22,2112
712,4,1,1,SJU,MCO,2110,5,2313
713,4,1,1,BDL,MCO,720,17,1031
714,4,1,1,SJU,STX,1530,6,1610
715,4,1,1,STX,SJU,1646,10,1728
716,4,1,1,OAK,LGB,1813,8,1929
717,4,1,1,LGB,OAK,1614,5,1732
718,4,1,1,JFK,PBI,615,27,911
719,4,1,1,BOS,SJU,2145,12,242
720,4,1,1,PBI,LGA,1150,12,1434
721,4,1,1,LGB,SMF,1410,9,1533
722,4,1,1,BOS,RIC,1810,6,2002
723,4,1,1,RIC,BOS,615,495,747
724,4,1,1,MCO,JFK,2047,35,2309
725,4,1,1,BOS,TPA,1520,8,1850
726,4,1,1,TPA,BOS,1345,37,1637
727,4,1,1,MCO,LGA,1303,6,1533
728,4,1,1,MSY,BOS,1320,19,1725
729,4,1,1,BOS,MSY,940,34,1237
730,4,1,1,JFK,SJU,1145,8,1629
731,4,1,1,LGB,BOS,2130,55,540
732,4,1,1,BOS,LGB,1738,4,2110
733,4,1,1,SFO,JFK,1135,4,2005
734,4,1,1,JFK,BOS,2100,4,2209
735,4,1,1,LAX,JFK,1440,58,2250
736,4,1,1,TPA,JFK,1925,5,2159
737,4,1,1,BOS,BWI,816,43,953
738,4,1,1,JFK,RSW,600,3,913
739,4,1,1,RSW,JFK,830,2,1105
740,4,1,1,LGA,SRQ,1530,5,1845
741,4,1,1,SWF,MCO,1810,35,2110
742,4,1,1,LGB,OAK,2015,93,2132
743,4,1,1,PBI,JFK,1716,153,2000
744,4,1,1,IAD,BOS,1340,10,1504
745,4,1,1,LGA,PBI,720,1,1019
746,4,1,1,SJU,BOS,1220,1,1529
747,4,1,1,BOS,FLL,2040,23,4
748,4,1,1,PVD,MCO,630,3,940
749,4,1,1,MCO,PVD,2037,40,2309
750,4,1,1,JFK,JAX,1452,67,1735
751,4,1,1,JAX,JFK,1817,93,2030
752,4,1,1,DCA,RSW,1435,22,1717
753,4,1,1,RSW,DCA,1755,15,2009
754,4,1,1,JFK,MCO,955,12,1253
755,4,1,1,JFK,ROC,2245,9,2
756,4,1,1,BOS,LAX,1723,41,2058
757,4,1,1,BOS,SEA,1934,87,2252
758,4,1,1,SEA,BOS,2343,102,749
759,4,1,1,LGA,MCO,2100,21,2349
760,4,1,1,FLL,JFK,900,9,1141
761,4,1,1,FLL,EWR,1322,24,1616
762,4,1,1,JFK,BOS,1120,4,1224
763,4,1,1,JFK,LAX,1635,7,2001
764,4,1,1,JFK,TPA,830,24,1137
765,4,1,1,EWR,MCO,555,34,841
766,4,1,1,SLC,LGB,1857,14,1943
767,4,1,1,LGB,SLC,1530,24,1813
768,4,1,1,FLL,SWF,2020,6,2313
769,4,1,1,EWR,PBI,1600,44,1859
770,4,1,1,PBI,EWR,1100,37,1345
771,4,1,1,SJU,TPA,1950,10,2159
772,4,1,1,JFK,PBI,1810,20,2110
773,4,1,1,PBI,JFK,2145,25,17
774,4,1,1,LGA,PBI,1945,165,2245
775,4,1,1,BOS,FLL,820,7,1155
776,4,1,1,FLL,BOS,1241,20,1549
777,4,1,1,JFK,MSY,1455,323,1736
778,4,1,1,MSY,JFK,1814,291,2159
779,4,1,1,FLL,SFO,1008,55,1338
780,4,1,1,SFO,FLL,1035,27,1846
781,4,1,1,JFK,HOU,1329,2,1639
782,4,1,1,MCO,JFK,904,2,1129
783,4,1,1,JFK,ROC,750,15,916
784,4,1,1,BOS,SEA,835,3,1155
785,4,1,1,JFK,FLL,611,1,917
786,4,1,1,BOS,PHX,1742,21,2145
787,4,1,1,SFO,JFK,1410,1,2233
788,4,1,1,BOS,SAN,725,3,1102
789,4,1,1,SAN,BOS,1155,37,2010
790,4,1,1,JFK,LAX,1900,8,2225
791,4,1,1,BWI,BOS,1030,54,1147
792,4,1,1,BOS,SFO,1640,13,2032
793,4,1,1,PBI,DCA,1309,10,1523
794,4,1,1,BOS,CLE,1605,17,1816
795,4,1,1,JFK,PBI,1300,154,1601
796,4,1,1,SYR,MCO,740,16,1051
797,4,1,1,MCO,SYR,2005,182,2242
798,4,1,1,CLE,FLL,1459,11,1755
799,4,1,1,FLL,CLE,1115,20,1416
800,4,1,1,MCO,PSE,2125,33,119
801,4,1,1,PSE,MCO,255,6,500
802,4,1,1,FLL,LGA,1722,31,2014
803,4,1,1,JFK,MSY,740,3,1014
804,4,1,1,JFK,JAX,740,26,1019
805,4,1,1,JAX,JFK,1100,33,1308
806,4,1,1,MCO,JFK,1129,22,1359
807,4,1,1,FLL,BWI,2035,64,2300
808,4,1,1,BWI,FLL,1755,42,2035
809,4,1,1,MCO,LGA,1919,28,2149
810,4,1,1,LAX,FLL,1310,42,2055
811,4,1,1,FLL,LAX,916,59,1204
812,4,1,1,JFK,BUF,1845,161,2014
813,4,1,1,SJU,JFK,2235,33,130
814,4,1,1,FLL,EWR,2140,9,23
815,4,1,1,JFK,LAS,1730,16,2023
816,4,1,1,JAX,DCA,1320,3,1503
817,4,1,1,BOS,PBI,630,9,957
818,4,1,1,PBI,BOS,1045,7,1339
819,4,1,1,MCO,DCA,1140,37,1348
820,4,1,1,MCO,BQN,2212,66,155
821,4,1,1,BQN,MCO,306,6,459
822,4,1,1,SJU,MCO,1147,61,1359
823,4,1,1,LGB,SFO,817,36,944
824,4,1,1,JFK,PSE,2359,54,446
825,4,1,1,PSE,JFK,600,22,901
826,4,1,1,LAS,JFK,1208,7,2000
827,4,1,1,JFK,PBI,2046,154,2347
828,4,1,1,PBI,JFK,1119,36,1353
829,4,1,1,BOS,PHL,1225,73,1403
830,4,1,1,LGA,PBI,1447,34,1755
831,4,1,1,JFK,MSY,2100,31,2328
832,4,1,1,MSY,JFK,600,41,948
833,4,1,1,BOS,LAS,2005,5,2308
834,4,1,1,LAS,SFO,1019,13,1155
835,4,1,1,DCA,BOS,1520,23,1646
836,4,1,1,MCO,SLC,1859,30,2157
837,4,1,1,STT,SJU,1424,21,1507
838,4,1,1,SJU,BOS,1532,40,1843
839,4,1,1,HPN,FLL,1845,31,2145
840,4,1,1,BOS,PBI,1425,19,1749
841,4,1,1,DCA,MCO,1605,19,1830
842,4,1,1,MCO,DCA,2050,145,2252
843,4,1,1,BOS,SFO,1915,13,2304
844,4,1,1,SFO,BOS,2123,29,548
845,4,1,1,BQN,JFK,610,11,902
846,4,1,1,JFK,BQN,2359,144,440
847,4,1,1,JFK,SAV,705,10,930
848,4,1,1,SAV,JFK,1015,16,1212
849,4,1,1,MCO,SWF,1450,44,1730
850,4,1,1,BOS,SJU,1400,3,1900
851,4,1,1,SJU,BOS,1920,13,2226
852,4,1,1,SJU,ORD,1949,10,2259
853,4,1,1,LAS,LGB,1825,107,1929
854,4,1,1,LGB,LAS,1236,6,1343
855,4,1,1,JFK,MCO,1955,41,2248
856,4,1,1,RDU,JFK,1025,8,1150
857,4,1,1,SFO,LAS,1245,20,1418
858,4,1,1,JFK,ORD,825,49,1011
859,4,1,1,ORD,JFK,1054,49,1359
860,4,1,1,STT,SJU,1645,28,1725
861,4,1,1,SJU,BOS,1750,26,2058
862,4,1,1,JFK,SFO,1559,26,1942
863,2,6,1,JFK,PHX,1911,28,2255
864,2,6,1,BDL,MCO,1730,40,2032
865,2,6,1,MCO,BDL,1815,22,2051
866,2,6,1,BOS,MCO,800,4,1124
867,2,6,1,JFK,PBI,2200,8,52
868,2,6,1,PBI,JFK,600,1,834
869,2,6,1,JFK,SMF,2055,25,23
870,2,6,1,JFK,SRQ,1059,4,1405
871,2,6,1,JFK,OAK,900,28,1236
872,2,6,1,OAK,JFK,2230,3,646
873,2,6,1,SJU,BDL,1509,43,1812
874,2,6,1,MCO,JFK,2137,55,2359
875,2,6,1,SFO,LAS,1725,13,1856
876,2,6,1,LGA,MCO,930,3,1231
877,2,6,1,JFK,FLL,2116,26,20
878,2,6,1,EWR,FLL,1429,34,1732
879,2,6,1,BOS,DFW,728,4,1103
880,2,6,1,AUS,LGB,700,1,813
881,2,6,1,PBI,BOS,1535,49,1836
882,2,6,1,JFK,TPA,2146,9,47
883,2,6,1,BOS,SJU,2329,13,425
884,2,6,1,JFK,SEA,1359,16,1710
885,2,6,1,SEA,JFK,2200,6,559
886,2,6,1,SMF,LGB,1620,5,1738
887,2,6,1,LGA,FLL,1616,356,1928
888,2,6,1,BDL,SJU,620,123,1112
889,2,6,1,FLL,SFO,1910,96,2240
890,2,6,1,SFO,FLL,2212,17,623
891,2,6,1,MCO,JFK,1555,39,1831
892,2,6,1,DCA,BOS,755,37,919
893,2,6,1,LGA,MCO,1750,64,2050
894,2,6,1,JFK,FLL,1228,14,1532
895,2,6,1,EWR,FLL,1740,10,2050
896,2,6,1,FLL,EWR,915,84,1200
897,2,6,1,SYR,JFK,1235,30,1347
898,2,6,1,BOS,JFK,2008,28,2122
899,2,6,1,JFK,TPA,1936,10,2241
900,2,6,1,EWR,MCO,1700,36,1951
901,2,6,1,MCO,SJU,2359,13,340
902,2,6,1,SJU,MCO,2110,12,2313
903,2,6,1,BDL,MCO,720,1,1031
904,2,6,1,SJU,STX,1530,85,1610
905,2,6,1,STX,SJU,1646,104,1728
906,2,6,1,LGB,OAK,1614,4,1732
907,2,6,1,TPA,DCA,1023,5,1226
908,2,6,1,JFK,PBI,615,4,911
909,2,6,1,BOS,IAD,1630,1,1814
910,2,6,1,BOS,SJU,2125,29,222
911,2,6,1,PBI,LGA,1150,16,1434
912,2,6,1,LGA,FLL,630,2,939
913,2,6,1,FLL,PHL,1016,15,1251
914,2,6,1,BOS,RIC,1953,29,2142
915,2,6,1,RIC,BOS,615,735,747
916,2,6,1,JFK,MCO,1223,23,1519
917,2,6,1,MCO,JFK,2047,32,2309
918,2,6,1,BOS,TPA,1520,3,1850
919,2,6,1,HPN,MCO,1019,4,1311
920,2,6,1,MSY,BOS,1320,12,1725
921,2,6,1,BOS,MSY,940,7,1237
922,2,6,1,FLL,JFK,1618,46,1909
923,2,6,1,JFK,SJU,1145,12,1629
924,2,6,1,BOS,LGB,1738,22,2110
925,2,6,1,JFK,LAS,820,24,1113
926,2,6,1,SFO,JFK,1135,2,2005
927,2,6,1,JFK,BOS,2100,283,2209
928,2,6,1,BOS,BWI,800,2,938
929,2,6,1,MCO,EWR,2115,24,2339
930,2,6,1,JFK,RSW,559,45,912
931,2,6,1,LGA,SRQ,1530,42,1845
932,2,6,1,SRQ,LGA,1926,19,2159
933,2,6,1,SWF,MCO,1810,28,2110
934,2,6,1,LGB,OAK,2015,13,2132
935,2,6,1,MCO,BOS,1249,30,1539
936,2,6,1,SJU,BOS,1220,94,1529
937,2,6,1,BOS,RSW,720,2,1111
938,2,6,1,BOS,FLL,2040,6,4
939,2,6,1,BOS,SJC,1705,12,2044
940,2,6,1,JFK,JAX,1452,1,1735
941,2,6,1,DCA,RSW,1425,13,1707
942,2,6,1,RSW,DCA,1745,6,1959
943,2,6,1,JFK,MCO,955,21,1253
944,2,6,1,JFK,ROC,2245,12,2
945,2,6,1,BOS,LAX,1737,28,2113
946,2,6,1,BOS,DCA,1010,31,1152
947,2,6,1,BOS,SEA,1934,17,2252
948,2,6,1,LGA,MCO,2100,82,2349
949,2,6,1,FLL,JFK,900,8,1141
950,2,6,1,FLL,EWR,1322,4,1616
951,2,6,1,LGB,JFK,1359,108,2208
952,2,6,1,JFK,LAX,1635,4,2001
953,2,6,1,JFK,TPA,830,10,1137
954,2,6,1,TPA,JFK,1118,4,1351
955,2,6,1,SLC,LGB,1857,8,1943
956,2,6,1,LGB,SLC,1530,1,1813
957,2,6,1,FLL,SWF,2059,100,2352
958,2,6,1,EWR,PBI,1600,20,1859
959,2,6,1,PBI,EWR,1100,1,1345
960,2,6,1,SJU,TPA,1950,56,2159
961,2,6,1,JFK,PBI,1810,98,2110
962,2,6,1,PBI,JFK,2155,102,27
963,2,6,1,LGA,PBI,1945,149,2245
964,2,6,1,FLL,BOS,1241,5,1549
965,2,6,1,EWR,TPA,1245,2,1545
966,2,6,1,JFK,MSY,1455,9,1736
967,2,6,1,FLL,SFO,1008,29,1338
968,2,6,1,JFK,FLL,611,33,917
969,2,6,1,PHX,BOS,2236,2,515
970,2,6,1,BOS,PHX,1742,30,2145
971,2,6,1,JFK,LAS,1950,11,2245
972,2,6,1,JFK,LAX,1900,3,2225
973,2,6,1,BOS,SFO,1640,70,2032
974,2,6,1,JFK,PBI,1259,23,1600
975,2,6,1,CLE,FLL,1459,24,1755
976,2,6,1,FLL,CLE,1115,4,1416
977,2,6,1,MCO,PSE,2125,47,119
978,2,6,1,PSE,MCO,255,5,500
979,2,6,1,JFK,SJC,1833,17,2208
980,2,6,1,FLL,LGA,1722,58,2014
981,2,6,1,JFK,MSY,740,1,1014
982,2,6,1,JAX,JFK,1100,1,1308
983,2,6,1,JFK,MCO,800,11,1101
984,2,6,1,BOS,LAX,1933,73,2308
985,2,6,1,BOS,TPA,2018,6,2340
986,2,6,1,FLL,BWI,2035,68,2300
987,2,6,1,MCO,LGA,1919,60,2149
988,2,6,1,EWR,FLL,2129,59,26
989,2,6,1,JFK,BOS,2312,8,16
990,2,6,1,MCO,DCA,1140,12,1348
991,2,6,1,MCO,BQN,2212,34,155
992,2,6,1,MCO,SJU,1448,36,1833
993,2,6,1,SJU,MCO,1147,11,1359
994,2,6,1,JFK,PSE,2359,10,446
995,2,6,1,LAS,JFK,1208,192,2000
996,2,6,1,JFK,PBI,2046,3,2347
997,2,6,1,PBI,JFK,1119,12,1353
998,2,6,1,LGA,PBI,1447,52,1755
999,2,6,1,MCO,PSE,2335,9,326
1000,2,6,1,JFK,MSY,2100,3,2328
1001,2,6,1,BOS,LAS,2005,25,2308
1002,2,6,1,LAS,BOS,2359,9,749
1003,2,6,1,LAS,SFO,1019,16,1155
1004,2,6,1,SLC,MCO,2359,6,608
1005,2,6,1,SJU,BOS,1532,46,1843
1006,2,6,1,HPN,FLL,1845,48,2145
1007,2,6,1,FLL,HPN,1841,35,2129
1008,2,6,1,DCA,MCO,1605,25,1830
1009,2,6,1,MCO,DCA,2050,173,2252
1010,2,6,1,BOS,SFO,1915,99,2304
1011,2,6,1,SFO,BOS,2123,49,548
1012,2,6,1,BQN,JFK,610,15,902
1013,2,6,1,JFK,BQN,2359,65,440
1014,2,6,1,JFK,SAV,705,16,930
1015,2,6,1,SAV,JFK,1015,17,1212
1016,2,6,1,MCO,SWF,1450,27,1730
1017,2,6,1,SJU,FLL,1516,37,1709
1018,2,6,1,BDL,FLL,2259,13,208
1019,2,6,1,BOS,SJU,1400,12,1900
1020,2,6,1,SJU,BOS,1920,62,2226
1021,2,6,1,SJU,ORD,1949,40,2259
1022,2,6,1,LAS,LGB,1825,14,1929
1023,2,6,1,JFK,MCO,1955,49,2248
1024,2,6,1,RDU,JFK,1022,11,1147
1025,2,6,1,SFO,LAS,1245,16,1418
1026,2,6,1,BOS,TPA,615,13,947
1027,2,6,1,BDL,RSW,1200,10,1528
1028,2,6,1,JFK,ORD,825,4,1011
1029,2,6,1,SJU,BOS,1805,6,2112
1030,2,6,1,JFK,SFO,1559,15,1942
1031,2,6,1,BOS,PBI,1125,31,1450
1032,2,6,1,JFK,TPA,1437,9,1744
1033,2,6,1,MCO,EWR,1416,7,1655
1034,2,6,1,JFK,RSW,820,2,1138
1035,2,6,1,PBI,DCA,1736,16,1951
1036,2,6,1,BOS,MCO,1428,4,1749
1037,2,6,1,SJU,FLL,1120,26,1309
1038,2,6,1,BDL,FLL,832,20,1154
1039,2,6,1,SJU,BOS,409,9,714
1040,5,2,1,JFK,CLT,805,6,1013
1041,5,2,1,BOS,PBI,845,2,1212
1042,5,2,1,PBI,BOS,1510,23,1811
1043,5,2,1,MCO,EWR,1055,28,1334
1044,5,2,1,JFK,BTV,2245,2,2355
1045,5,2,1,BOS,MCO,945,57,1305
1046,5,2,1,MCO,BOS,1048,3,1335
1047,5,2,1,BOS,SJU,2359,22,455
1048,5,2,1,JFK,SEA,1357,14,1708
1049,5,2,1,SEA,JFK,2200,23,559
1050,5,2,1,LGB,SMF,2053,13,2217
1051,5,2,1,LGA,FLL,1629,17,1941
1052,5,2,1,FLL,SFO,1941,66,2308
1053,5,2,1,SFO,FLL,2359,74,817
1054,5,2,1,MCO,JFK,1609,8,1845
1055,5,2,1,MCO,LGA,1010,38,1238
1056,5,2,1,FLL,JFK,1948,40,2229
1057,5,2,1,FLL,EWR,928,34,1217
1058,5,2,1,PWM,JFK,1510,1,1631
1059,5,2,1,JFK,PWM,1310,11,1420
1060,5,2,1,BOS,ORD,1050,19,1247
1061,5,2,1,JFK,LAX,1220,28,1536
1062,5,2,1,LAX,JFK,1312,25,2128
1063,5,2,1,JFK,TPA,1859,168,2206
1064,5,2,1,EWR,MCO,1703,28,1954
1065,5,2,1,MCO,EWR,1805,9,2041
1066,5,2,1,MCO,SJU,2245,41,229
1067,5,2,1,SJU,MCO,2107,26,2310
1068,5,2,1,SJU,STX,1534,1,1614
1069,5,2,1,OAK,LGB,1850,31,2007
1070,5,2,1,LGB,OAK,1646,50,1804
1071,5,2,1,JFK,PBI,627,12,924
1072,5,2,1,IAD,BOS,1855,1,2021
1073,5,2,1,JFK,BUR,1715,2,2039
1074,5,2,1,BOS,SJU,2145,5,242
1075,5,2,1,LGB,SMF,1432,4,1555
1076,5,2,1,LGA,FLL,630,23,939
1077,5,2,1,PHL,FLL,730,13,1021
1078,5,2,1,DCA,BOS,835,3,1002
1079,5,2,1,TPA,BOS,1257,2,1549
1080,5,2,1,MCO,LGA,1317,3,1547
1081,5,2,1,BOS,MSY,820,19,1119
1082,5,2,1,JFK,SJU,1146,3,1630
1083,5,2,1,BOS,LGB,1734,144,2106
1084,5,2,1,JFK,LAS,800,10,1052
1085,5,2,1,JFK,SFO,1100,63,1431
1086,5,2,1,JFK,BOS,2040,6,2150
1087,5,2,1,MCO,EWR,2136,2,2359
1088,5,2,1,LGA,SRQ,1455,51,1813
1089,5,2,1,SRQ,LGA,1855,62,2129
1090,5,2,1,SFO,BOS,800,47,1629
1091,5,2,1,CLE,BOS,940,25,1123
1092,5,2,1,BOS,CLE,645,46,859
1093,5,2,1,LGB,OAK,2019,194,2136
1094,5,2,1,BOS,MCO,1124,8,1449
1095,5,2,1,PBI,JFK,1639,52,1924
1096,5,2,1,BOS,IAD,1140,1,1323
1097,5,2,1,BOS,PHL,810,3,949
1098,5,2,1,FLL,BDL,836,15,1126
1099,5,2,1,PVD,MCO,700,34,1009
1100,5,2,1,MCO,PVD,2040,29,2312
1101,5,2,1,JFK,JAX,1529,11,1815
1102,5,2,1,JAX,JFK,1904,6,2116
1103,5,2,1,DCA,RSW,1422,188,1704
1104,5,2,1,RSW,DCA,1745,204,1959
1105,5,2,1,BOS,LAX,1723,12,2058
1106,5,2,1,LAX,BOS,1138,37,1959
1107,5,2,1,BOS,DEN,815,8,1103
1108,5,2,1,LGA,MCO,2100,5,2349
1109,5,2,1,FLL,EWR,1327,28,1622
1110,5,2,1,BOS,BUF,612,29,751
1111,5,2,1,JFK,BOS,1114,1,1218
1112,5,2,1,JFK,LAX,1635,3,2001
1113,5,2,1,JFK,TPA,822,35,1127
1114,5,2,1,SLC,LGB,1855,7,1941
1115,5,2,1,LGB,SLC,1531,8,1814
1116,5,2,1,BDL,TPA,1529,14,1843
1117,5,2,1,SFO,BOS,1205,32,2033
1118,5,2,1,SWF,FLL,730,25,1052
1119,5,2,1,PBI,EWR,1110,5,1356
1120,5,2,1,SJU,TPA,2017,9,2226
1121,5,2,1,JFK,PBI,1810,43,2110
1122,5,2,1,PBI,JFK,2155,74,27
1123,5,2,1,LGA,PBI,1945,34,2245
1124,5,2,1,BOS,FLL,700,49,1035
1125,5,2,1,EWR,TPA,1258,40,1558
1126,5,2,1,FLL,SFO,1018,72,1348
1127,5,2,1,SFO,FLL,1053,73,1904
1128,5,2,1,JFK,HOU,1445,13,1802
1129,5,2,1,HOU,JFK,1059,22,1513
1130,5,2,1,BOS,SEA,900,13,1221
1131,5,2,1,BDL,DCA,1929,20,2100
1132,5,2,1,PHX,BOS,2359,32,640
1133,5,2,1,BOS,PHX,1750,1,2153
1134,5,2,1,JFK,LAS,1945,85,2240
1135,5,2,1,JFK,SFO,910,6,1248
1136,5,2,1,BOS,JFK,806,20,922
1137,5,2,1,BOS,SAN,720,3,1057
1138,5,2,1,SAN,BOS,1148,2,2002
1139,5,2,1,BOS,SFO,1640,19,2032
1140,5,2,1,PBI,DCA,1301,27,1515
1141,5,2,1,JFK,BQN,2242,11,324
1142,5,2,1,JFK,PBI,1255,29,1557
1143,5,2,1,PBI,JFK,1005,13,1237
1144,5,2,1,SYR,MCO,1224,1,1523
1145,5,2,1,MCO,PSE,2155,13,149
1146,5,2,1,JFK,SJC,1833,3,2208
1147,5,2,1,FLL,LGA,1725,3,2017
1148,5,2,1,JFK,MSY,740,1,1014
1149,5,2,1,JAX,JFK,1119,14,1328
1150,5,2,1,BOS,DCA,1140,25,1320
1151,5,2,1,MCO,LGA,1920,11,2151
1152,5,2,1,LAX,FLL,1248,37,2032
1153,5,2,1,FLL,EWR,2101,44,2349
1154,5,2,1,JFK,LAS,1756,52,2048
1155,5,2,1,DFW,BOS,1856,3,2321
1156,5,2,1,DCA,JAX,1359,4,1605
1157,5,2,1,BOS,JFK,1049,16,1200
1158,5,2,1,PBI,BOS,1103,14,1400
1159,5,2,1,DCA,MCO,700,47,923
1160,5,2,1,MCO,DCA,1133,175,1341
1161,5,2,1,MCO,BQN,2212,4,155
1162,5,2,1,BQN,MCO,306,49,500
1163,5,2,1,LGB,SFO,830,79,957
1164,5,2,1,BOS,SRQ,1040,8,1416
1165,5,2,1,JFK,PSE,2359,19,446
1166,5,2,1,PSE,JFK,600,29,901
1167,5,2,1,MCO,PSE,2356,22,347
1168,5,2,1,BOS,LAS,2006,23,2308
1169,5,2,1,LAS,BOS,2359,6,749
